Postcode;PercentageTrees;PercentageBushes;PercentageGrass
9401;58,22;6,15;24,48
9402;24,50;7,08;29,52
9403;33,66;8,10;40,43
9404;45,19;7,74;43,31
9405;45,42;9,67;42,89
9406;38,42;9,09;38,47
9407;28,25;8,91;34,62
9408;11,69;7,53;40,04
9409;46,08;7,91;45,69
9411;42,09;8,19;43,63
9412;27,39;8,53;39,79
9413;28,92;7,60;44,88
9414;56,52;8,04;38,98
9415;50,47;8,10;37,98
9416;46,48;10,61;40,80
9417;55,25;8,09;32,23
9418;49,33;8,72;43,45
9419;44,19;8,26;48,86
9421;37,42;10,37;43,43
9422;48,85;8,52;38,20
9423;51,96;10,71;33,66
9431;48,32;7,80;38,58
9432;44,82;6,97;55,89
9433;50,62;7,91;34,71
9434;40,73;8,15;49,15
9435;45,76;8,73;46,25
9436;43,59;13,83;46,70
9437;37,18;8,47;46,22
9438;31,05;8,66;51,09
9439;49,91;7,54;38,77
9441;52,47;7,85;35,99
9442;54,55;9,75;33,66
9443;61,94;7,58;27,56
9444;60,94;7,40;29,36
9445;30,16;5,78;56,48
9446;49,97;10,76;30,76
9447;62,62;8,13;28,32
9448;56,20;8,02;38,23
9449;47,50;8,48;40,85
9451;50,96;7,23;38,47
9452;41,26;8,66;45,14
9453;48,56;6,93;41,17
9454;43,86;8,70;48,50
9455;28,18;13,37;83,38
9456;48,63;7,82;57,52
9457;44,56;7,37;57,17
9458;35,09;9,15;63,77
9459;32,83;8,33;50,72
9461;54,23;7,38;37,81
9462;57,49;7,52;33,80
9463;57,16;8,43;38,12
9464;40,88;8,16;70,76
9465;48,71;7,79;48,67
9466;48,67;8,85;57,63
9467;63,13;6,98;25,87
9468;41,04;8,31;51,19
9469;57,67;8,92;33,28
9471;49,40;7,55;44,35
9472;48,21;7,38;42,23
9473;36,71;9,45;49,06
9474;41,14;11,03;55,67
9475;48,86;8,71;46,02
9479;56,42;8,50;48,53
9481;45,40;7,79;41,30
9482;44,78;8,06;46,04
9483;56,94;7,28;38,80
9484;54,13;7,35;33,82
9485;47,68;8,24;63,02
9486;48,14;9,17;53,16
9487;36,64;7,43;52,06
9488;43,24;7,83;38,44
9489;42,03;10,47;61,94
9491;50,64;8,50;35,78
9492;46,32;8,09;38,02
9493;44,65;8,20;57,43
9494;46,03;8,11;44,95
9495;38,81;7,60;56,16
9496;37,85;9,48;48,12
9497;50,63;7,94;45,53
9501;39,61;10,02;39,04
9502;43,01;7,63;40,02
9503;33,07;7,75;43,62
9511;33,39;8,15;55,20
9512;34,74;7,60;43,66
9514;45,24;8,24;46,88
9515;48,81;9,89;41,22
9521;37,59;7,66;45,31
9523;46,17;6,99;48,01
9524;39,43;7,67;58,78
9525;41,61;7,00;57,60
9526;44,93;6,53;74,93
9527;49,08;7,52;49,84
9528;53,15;8,58;48,78
9531;50,31;9,15;37,11
9533;64,06;7,57;29,11
9534;39,39;6,65;53,18
9535;61,06;8,48;29,24
9536;60,47;8,52;37,61
9537;41,72;7,79;50,14
9541;42,30;8,13;43,31
9545;43,36;8,31;43,63
9551;54,36;7,88;35,68
9561;52,32;7,57;37,69
9563;35,12;7,91;50,09
9564;40,60;6,98;51,03
9566;40,56;8,48;44,43
9571;40,98;7,94;43,00
9573;36,48;7,16;44,09
9574;39,82;10,09;56,68
9581;38,23;7,95;42,34
9584;37,67;8,08;46,92
9585;56,70;8,55;38,29
9591;42,69;8,19;45,44
9601;30,16;7,40;34,20
9602;29,03;7,91;32,59
9603;35,01;7,81;44,56
9605;32,74;8,35;46,49
9606;39,01;10,71;53,64
9607;25,95;7,65;45,19
9608;37,25;10,55;52,50
9609;30,58;8,43;42,87
9611;34,63;7,64;40,99
9613;10,59;5,03;49,18
9614;41,14;11,23;51,56
9615;39,26;8,67;48,21
9616;37,80;8,61;59,78
9617;28,17;10,17;50,74
9618;38,08;9,67;58,60
9619;37,74;8,68;47,20
9621;42,10;9,48;47,29
9622;34,98;10,09;56,06
9623;26,53;8,88;64,64
9624;25,85;8,45;63,23
9625;32,69;10,22;55,48
9626;36,68;8,39;53,99
9627;38,71;7,25;49,05
9628;42,24;7,90;48,27
9629;36,16;10,45;55,19
9631;41,78;9,32;41,21
9632;29,38;7,11;40,59
9633;49,37;11,85;38,07
9635;38,12;8,26;50,22
9636;37,17;8,73;52,85
9641;30,73;7,68;43,27
9642;42,81;7,33;32,37
9644;34,74;7,50;51,62
9645;35,93;7,81;43,85
9646;35,15;8,77;47,84
9648;30,27;7,94;42,88
9649;35,61;9,07;48,73
9651;38,61;9,13;52,22
9654;32,20;7,75;44,93
9655;38,26;7,59;53,52
9656;29,77;8,15;52,70
9657;34,56;7,49;51,41
9658;35,57;8,38;50,74
9659;30,83;7,64;43,50
9661;42,35;8,28;44,53
9663;34,92;7,99;45,18
9665;40,64;8,14;43,15
9671;29,00;7,57;30,28
9672;30,60;10,40;51,82
9673;35,09;8,60;42,93
9674;41,55;9,17;44,21
9675;34,74;8,43;44,26
9677;38,83;9,23;48,07
9678;45,98;8,62;44,71
9679;35,89;9,36;52,83
9681;46,70;9,18;48,79
9682;30,96;9,63;61,50
9684;41,92;10,18;54,68
9685;19,59;13,66;56,56
9686;39,41;9,48;53,51
9687;35,16;10,96;59,74
9688;27,47;5,99;74,32
9691;30,11;17,35;54,85
9693;42,73;11,64;49,98
9695;44,63;8,39;48,88
9696;36,04;9,38;50,36
9697;39,77;7,62;53,49
9698;43,40;8,47;42,90
9699;50,01;8,80;36,97
9711;24,08;6,25;20,16
9712;34,06;6,49;22,29
9713;24,18;7,37;30,92
9714;18,47;8,32;26,63
9715;23,94;7,45;27,23
9716;18,72;6,82;30,34
9717;26,70;8,17;24,52
9718;19,59;7,22;25,43
9721;32,24;8,23;29,08
9722;35,66;8,90;28,87
9723;28,46;8,33;50,72
9724;23,17;7,27;17,38
9725;32,35;7,45;24,07
9726;21,32;7,91;27,19
9727;40,28;8,67;35,36
9728;29,78;9,61;38,32
9731;26,17;9,38;38,30
9732;32,76;8,37;28,38
9733;35,84;8,91;25,15
9734;41,18;9,99;44,36
9735;31,24;12,16;52,32
9736;29,30;8,16;29,39
9737;34,49;9,02;32,75
9738;31,71;8,26;53,09
9741;33,81;7,80;33,05
9742;26,70;7,42;30,62
9743;28,42;8,23;37,47
9744;26,49;8,57;48,57
9745;32,72;8,55;50,90
9746;18,08;8,02;49,35
9747;45,37;8,67;47,36
9749;23,99;10,04;51,81
9751;38,91;8,72;42,09
9752;38,23;9,59;47,00
9753;31,54;9,52;43,24
9755;39,34;8,83;61,77
9756;48,59;7,76;48,88
9761;43,03;7,84;49,66
9765;44,84;9,04;42,62
9766;32,52;8,11;51,01
9771;24,18;7,95;51,48
9773;26,52;6,07;58,82
9774;28,73;6,62;56,11
9781;27,38;8,49;50,00
9784;26,85;6,96;56,46
9785;39,81;12,67;47,95
9791;30,13;9,78;45,35
9792;29,68;7,21;54,88
9793;27,34;8,65;52,69
9794;33,53;5,83;51,38
9795;28,50;7,70;55,70
9796;29,29;7,22;56,59
9797;24,46;8,18;59,30
9798;28,63;9,43;62,62
9801;27,37;8,33;47,69
9804;22,75;7,46;58,18
9805;22,66;7,51;55,54
9811;19,20;7,08;59,93
9812;19,27;8,67;42,18
9821;27,78;7,81;58,93
9822;25,47;7,83;57,90
9824;29,08;7,61;58,74
9825;31,94;6,65;64,79
9827;36,34;12,30;59,02
9828;27,83;8,80;57,20
9831;29,73;8,80;52,27
9832;26,43;7,04;60,53
9833;30,24;6,66;59,26
9841;19,19;6,50;48,44
9842;25,76;6,58;48,78
9843;30,61;8,68;52,21
9844;22,89;6,74;59,61
9845;23,49;7,63;58,55
9851;25,31;6,68;59,74
9852;21,86;19,24;69,99
9853;29,19;13,30;68,45
9861;28,28;7,65;53,55
9862;26,59;7,10;60,56
9863;24,86;8,26;59,63
9864;29,20;7,22;53,63
9865;32,65;8,16;56,65
9866;24,42;7,97;60,49
9871;17,10;6,67;39,75
9872;19,70;6,49;59,02
9873;24,67;7,55;55,97
9881;27,24;7,79;52,95
9882;16,35;6,76;49,44
9883;22,17;7,21;58,17
9884;20,77;6,39;59,40
9885;21,64;8,54;61,90
9886;25,20;6,56;58,81
9891;25,60;7,36;60,39
9892;25,34;7,73;63,20
9893;26,46;7,08;54,85
9901;32,56;7,52;52,12
9902;26,93;8,62;51,12
9903;21,11;7,49;47,99
9904;28,05;7,37;58,52
9905;28,18;7,16;55,19
9906;33,88;8,60;56,85
9907;27,27;8,13;57,33
9908;26,64;6,65;56,31
9909;31,75;8,01;51,65
9911;29,59;7,17;59,15
9912;33,25;7,02;56,90
9913;29,26;8,36;52,32
9914;32,56;7,40;51,50
9915;33,79;7,16;54,03
9917;32,16;8,36;56,03
9918;29,02;7,00;59,75
9919;26,87;8,58;50,49
9921;29,98;7,30;53,56
9922;28,21;7,67;55,63
9923;29,32;8,46;53,27
9924;37,60;9,02;57,46
9925;38,32;8,26;50,86
9931;37,89;8,13;50,38
9932;28,78;8,42;46,96
9933;27,36;8,33;47,33
9934;34,56;7,74;37,25
9936;25,67;7,83;64,58
9937;31,55;8,38;58,69
9939;52,12;7,69;43,53
9942;37,06;8,66;49,74
9943;34,09;9,02;56,61
9944;34,54;7,90;55,38
9945;39,69;8,78;47,93
9946;34,53;7,96;61,56
9947;28,77;7,97;63,91
9948;36,24;9,94;53,68
9949;42,03;12,33;55,09
9951;26,09;7,62;52,87
9953;26,83;8,16;48,55
9954;30,02;8,25;59,25
9955;40,21;7,27;53,66
9956;30,97;7,81;59,01
9957;34,82;6,26;55,17
9959;30,23;8,08;56,46
9961;36,82;9,70;54,36
9962;28,71;7,27;60,02
9963;28,18;8,95;57,13
9964;38,09;8,84;49,87
9965;28,61;7,36;49,89
9966;33,37;6,62;59,87
9967;39,16;7,71;50,96
9968;29,03;7,53;60,78
9969;28,38;7,06;68,99
9971;31,02;7,09;54,72
9972;32,48;5,97;55,21
9973;33,95;8,01;54,33
9974;34,47;10,07;63,80
9975;38,02;10,45;77,02
9976;39,65;16,88;63,72
9977;30,08;8,22;59,30
9978;29,96;7,24;59,69
9979;23,41;13,10;57,55
9981;37,13;8,40;54,22
9982;28,13;8,21;53,89
9983;27,52;9,38;52,26
9984;26,78;7,52;55,63
9985;30,29;7,85;57,48
9986;29,94;7,12;52,65
9987;32,21;6,67;53,58
9988;35,16;7,64;56,84
9989;31,51;8,27;54,82
9991;30,85;8,45;51,63
9992;38,77;9,13;51,85
9993;27,85;7,16;58,81
9994;26,16;7,27;66,14
9995;28,77;8,64;58,27
9996;26,58;7,51;59,42
9997;27,59;8,55;61,55
9998;27,23;7,72;60,94
9999;27,83;6,35;67,30
