Postcode;PercentageTrees;PercentageBushes;PercentageGrass
5335;35,30;11,31;54,64
5341;22,09;8,25;42,77
5342;40,30;8,95;46,20
5343;43,81;9,73;43,40
5344;28,96;8,17;48,84
5345;25,95;9,47;57,38
5346;17,87;8,98;55,70
5347;20,26;7,29;48,93
5348;20,61;7,95;47,20
5349;21,84;6,48;45,41
5351;41,44;8,34;51,08
5352;23,03;8,12;60,78
5353;30,28;9,80;60,39
5354;30,62;7,85;54,02
5355;29,23;8,47;54,78
5356;29,16;9,04;58,93
5357;26,25;8,72;57,34
5358;30,33;9,07;56,94
5359;26,05;9,97;69,65
5361;27,11;8,98;48,03
5363;37,56;9,08;49,64
5364;44,85;9,19;46,40
5366;25,66;8,38;76,79
5367;29,45;9,82;65,58
5368;26,11;9,26;68,45
5371;25,29;9,11;44,73
5373;43,45;8,32;48,13
5374;45,71;9,59;46,41
5375;49,09;9,14;45,00
5381;30,59;8,40;59,62
5382;37,55;8,54;54,81
5383;42,14;7,79;50,89
5384;35,03;8,96;52,29
5386;28,19;8,41;63,56
5388;43,23;9,72;51,18
5391;40,15;8,64;55,16
5392;44,13;9,37;52,10
5394;27,82;8,46;64,22
5395;20,62;7,60;68,95
5396;24,12;9,26;75,18
5397;22,42;9,16;59,39
5398;26,05;8,77;69,95
5401;20,34;8,07;39,96
5402;23,31;7,63;31,88
5403;28,45;8,88;37,47
5404;25,01;8,64;42,46
5405;23,05;7,32;36,97
5406;40,27;9,34;49,07
5408;33,71;9,35;58,55
5409;44,15;8,39;41,09
5411;44,15;8,71;43,89
5421;31,31;8,52;45,11
5422;31,63;7,66;39,42
5423;45,31;8,43;42,41
5424;50,26;8,22;36,36
5425;53,57;7,47;32,31
5427;36,27;7,93;45,49
5428;32,48;7,91;52,56
5431;33,11;9,12;43,13
5432;14,88;8,59;46,58
5433;27,24;9,71;53,59
5434;23,32;8,55;55,95
5435;33,33;8,80;53,39
5437;32,31;9,31;52,52
5438;38,73;9,04;48,73
5439;29,72;11,72;60,08
5441;25,20;10,38;58,22
5443;31,09;8,62;49,89
5445;49,42;7,94;37,05
5446;40,98;8,08;42,73
5447;38,75;8,15;44,47
5449;31,59;7,25;54,97
5451;40,55;9,44;45,11
5453;46,94;9,07;42,35
5454;44,96;8,11;37,36
5455;41,72;8,89;41,10
5461;28,74;8,38;46,30
5462;24,28;7,18;42,65
5463;32,21;8,34;46,23
5464;29,09;8,15;47,69
5465;31,06;7,35;51,28
5466;35,62;7,94;46,37
5467;21,36;8,03;33,79
5469;43,22;8,03;40,28
5471;21,71;7,48;60,52
5472;36,84;7,43;46,81
5473;41,81;8,07;43,29
5476;34,38;10,04;50,84
5481;28,85;8,82;51,22
5482;36,28;9,19;48,87
5491;42,01;8,01;44,95
5492;29,27;8,21;52,01
5501;25,61;7,60;29,38
5502;22,46;8,30;38,26
5503;24,89;7,76;35,20
5504;45,16;8,42;40,40
5505;42,28;7,59;44,48
5506;48,27;7,68;35,87
5507;49,45;7,86;38,91
5508;22,38;8,19;36,36
5509;15,79;8,19;40,64
5511;55,62;7,49;32,24
5512;49,51;8,94;40,82
5513;52,41;8,47;37,23
5521;43,92;7,96;42,67
5524;58,35;8,27;33,85
5525;42,48;8,28;45,43
5527;45,60;8,74;41,38
5528;44,95;8,11;45,30
5529;43,54;8,82;42,50
5531;48,61;8,15;38,45
5534;50,38;9,14;37,02
5541;44,29;8,26;42,00
5551;40,00;9,05;43,44
5552;39,68;7,79;34,43
5553;47,88;9,50;38,21
5554;25,53;8,11;37,62
5555;36,23;8,87;36,69
5556;52,46;8,72;36,35
5561;56,13;7,79;34,00
5563;50,14;8,04;40,01
5571;50,80;8,18;37,92
5575;54,38;7,63;37,15
5581;44,37;9,05;38,51
5582;48,52;8,93;31,56
5583;48,15;9,48;39,53
5591;48,40;8,20;36,26
5595;51,92;8,19;37,67
5611;23,59;7,57;25,66
5612;29,63;8,06;34,28
5613;26,58;8,37;31,07
5614;18,35;9,59;28,17
5615;26,64;8,27;34,00
5616;21,15;7,37;31,56
5617;11,06;5,30;33,29
5621;20,70;7,31;28,95
5622;23,13;6,65;29,53
5623;24,72;7,10;31,92
5624;30,74;7,82;37,75
5625;23,85;7,62;34,12
5626;43,00;8,38;36,74
5627;28,20;8,83;30,88
5628;30,25;6,86;29,98
5629;26,16;9,35;42,81
5631;41,65;9,28;41,12
5632;25,96;8,15;35,87
5633;35,05;9,06;54,96
5641;33,69;10,36;45,09
5642;20,55;7,33;34,58
5643;22,32;7,13;29,45
5644;40,34;8,98;40,56
5645;27,78;9,25;38,60
5646;53,24;9,33;32,45
5647;48,72;9,35;42,15
5651;56,31;7,51;35,15
5652;25,46;7,10;34,57
5653;25,37;7,52;35,33
5654;25,05;7,55;34,89
5655;30,49;10,57;36,99
5656;32,43;10,27;46,32
5657;44,92;9,68;57,15
5658;21,08;6,95;45,51
5661;42,32;10,25;44,62
5662;33,61;10,15;37,05
5663;27,04;9,40;43,78
5664;29,81;8,21;37,10
5665;50,39;8,62;32,88
5666;37,88;8,14;31,53
5667;36,53;8,46;36,74
5671;31,77;9,96;43,12
5672;27,03;9,64;37,64
5673;34,02;10,58;41,57
5674;44,98;9,37;46,01
5681;47,62;8,73;40,69
5682;38,74;10,53;45,70
5683;34,97;8,96;42,04
5684;34,92;8,04;42,18
5685;22,16;8,00;37,89
5688;43,64;8,90;43,01
5689;19,15;7,26;31,63
5691;51,43;8,12;33,88
5692;40,56;7,70;40,40
5694;37,14;8,74;47,34
5701;21,59;6,19;26,58
5702;31,76;9,29;39,83
5703;45,08;8,49;39,77
5704;40,47;8,02;38,34
5705;28,75;8,29;45,04
5706;30,57;7,86;42,47
5707;37,74;8,33;43,75
5708;44,09;8,28;40,98
5709;43,28;8,68;33,32
5711;39,02;8,16;40,53
5712;40,01;8,66;47,40
5715;51,24;8,50;38,01
5721;43,81;8,77;40,25
5722;32,79;7,38;25,03
5724;52,48;7,47;38,10
5725;35,33;10,06;48,43
5731;51,17;7,80;38,82
5735;36,44;9,29;48,65
5737;47,10;7,61;38,37
5738;46,44;8,13;43,10
5741;27,94;7,90;46,97
5751;36,67;8,14;37,15
5752;43,21;8,37;40,53
5753;34,56;9,47;47,06
5754;33,48;7,67;48,30
5756;54,25;8,93;33,88
5757;38,44;9,07;45,78
5758;34,68;9,78;49,97
5759;34,86;9,69;42,72
5761;51,55;7,76;39,51
5763;53,78;8,18;39,16
5764;60,93;7,06;27,12
5766;38,97;11,62;49,20
5768;40,28;8,00;45,45
5801;45,17;7,99;33,82
5802;26,68;7,62;36,78
5803;25,64;7,71;35,14
5804;37,43;7,39;43,89
5807;47,73;8,60;41,33
5808;42,56;8,34;45,24
5809;44,43;9,47;43,58
5811;44,86;8,97;47,19
5812;32,87;7,44;46,17
5813;47,71;8,71;43,43
5814;32,59;7,69;52,04
5815;56,24;7,83;37,95
5816;57,31;8,34;39,28
5817;53,41;8,93;37,31
5821;41,10;9,28;45,57
5823;40,67;8,79;45,56
5824;48,28;8,72;45,96
5825;55,95;8,06;33,96
5826;36,11;10,77;45,63
5827;29,32;8,69;57,77
5831;38,46;9,10;39,31
5835;32,96;10,64;51,96
5836;41,94;9,39;44,00
5841;51,47;8,89;36,48
5843;38,44;7,82;48,92
5844;44,21;7,98;41,79
5845;48,80;7,74;40,90
5846;48,83;7,89;43,12
5851;54,30;8,14;41,22
5853;31,84;8,04;54,49
5854;47,83;9,44;45,94
5855;46,97;9,94;42,49
5856;47,77;9,67;44,73
5861;37,69;9,10;49,34
5862;51,56;8,87;37,82
5863;44,71;8,49;49,61
5864;35,75;9,28;47,85
5865;40,06;8,95;43,55
5866;50,94;7,85;42,38
5871;36,80;8,28;50,58
5872;51,96;9,12;42,13
5911;22,71;7,85;31,73
5912;36,81;8,68;40,92
5913;29,77;9,46;35,34
5914;28,92;8,15;44,74
5915;43,31;9,52;48,96
5916;38,09;9,48;54,26
5921;21,16;7,91;33,61
5922;20,51;7,84;32,62
5923;24,36;8,24;39,25
5924;21,19;8,59;36,16
5925;26,23;8,69;45,00
5926;31,58;9,17;52,74
5927;52,10;9,73;47,18
5928;35,59;8,78;49,44
5931;18,40;8,45;41,21
5932;40,37;10,94;43,62
5935;28,15;8,92;42,40
5941;47,76;8,28;45,85
5943;57,48;8,00;36,83
5944;48,95;8,59;42,21
5951;40,49;8,45;43,72
5953;35,64;8,38;43,99
5954;39,21;10,66;51,54
5961;36,17;8,62;45,96
5962;30,88;8,22;57,90
5963;27,37;7,97;53,72
5964;44,83;8,34;48,86
5966;43,12;9,25;46,95
5971;42,15;8,61;45,24
5973;46,95;8,42;43,18
5975;41,04;8,82;45,90
5976;40,53;8,95;51,45
5977;34,44;8,33;42,98
5981;30,22;7,75;45,53
5984;43,55;8,62;49,72
5985;45,85;9,99;43,54
5986;39,76;8,51;42,90
5987;34,59;7,87;46,01
5988;54,92;7,22;34,84
5991;46,12;8,26;42,44
5993;44,69;9,49;42,63
5995;43,66;8,91;41,83
6001;29,53;7,70;33,10
6002;50,12;7,68;38,13
6003;25,89;8,40;48,63
6004;33,08;8,91;41,99
6005;41,03;10,74;47,56
6006;50,33;8,34;42,73
6011;37,34;9,47;48,69
6012;33,07;9,46;52,19
6013;34,69;9,37;51,70
6014;29,06;8,30;46,70
6015;41,57;8,52;42,86
6017;36,75;10,18;50,82
6019;27,46;9,27;45,18
6021;46,10;8,39;37,60
6023;27,47;8,37;50,16
6024;35,50;11,98;45,99
6026;51,96;8,45;35,84
6027;46,63;10,55;41,55
6028;47,34;7,11;44,66
6029;49,90;8,59;37,88
6031;46,40;8,36;42,47
6034;43,66;10,40;47,17
6035;27,99;8,39;51,04
6037;38,29;8,97;48,88
6039;39,46;9,09;47,57
6041;25,82;8,75;46,02
6042;40,12;9,23;47,48
6043;20,37;7,87;34,12
6044;43,31;9,82;42,91
6045;36,41;8,61;44,37
6049;21,12;9,42;50,94
6051;32,47;9,06;44,77
6061;45,64;8,41;41,87
6063;55,16;8,30;39,26
6065;53,24;7,98;44,03
6067;28,25;7,74;41,02
6071;42,80;9,37;48,26
6074;29,48;8,99;49,39
6075;52,49;8,45;44,29
6077;56,40;8,21;35,11
6081;49,26;8,83;42,00
6082;20,13;9,61;57,35
6083;56,41;8,41;37,97
6085;51,05;7,57;39,55
6086;40,35;9,44;47,66
6088;43,48;7,70;46,37
6089;54,36;8,94;36,27
6091;42,55;8,54;46,24
6092;25,62;7,56;47,27
6093;44,32;9,71;45,08
6095;34,30;8,96;50,09
6096;36,62;8,45;47,01
6097;40,08;9,36;45,48
6099;50,62;8,46;44,98
6101;29,09;9,66;46,05
6102;42,83;8,45;42,38
6104;44,97;9,12;42,32
6105;61,37;7,91;29,98
6107;22,80;9,84;63,59
6109;24,12;9,51;65,90
6111;54,56;8,39;36,53
6112;56,64;7,77;38,60
6114;42,71;11,54;43,52
6116;27,92;9,70;64,98
6118;34,73;10,93;45,29
6121;44,60;8,67;39,24
6122;31,34;8,07;40,57
6123;24,03;8,91;46,23
6124;32,47;8,92;48,53
6125;31,14;9,51;49,12
6127;25,17;11,24;56,34
6129;27,77;9,05;49,74
6131;27,53;7,39;35,76
6132;37,37;10,84;41,85
6133;25,00;9,46;39,72
6134;28,57;7,20;42,92
6135;26,54;8,14;42,50
6136;35,88;9,47;38,39
6137;33,11;9,78;43,08
6141;35,60;8,19;42,13
6142;28,80;7,57;47,47
6143;45,39;8,05;47,24
6151;34,32;11,93;39,47
6153;45,00;10,60;45,17
6155;31,67;8,87;53,27
6161;33,12;8,68;39,09
6162;24,94;8,28;43,32
6163;28,63;8,33;45,30
6164;34,00;8,64;39,66
6165;28,83;8,28;33,31
6166;24,67;8,47;38,72
6167;49,58;8,76;42,16
6171;34,19;9,26;45,25
6174;58,36;9,34;31,21
6176;37,97;10,17;45,94
6181;35,01;9,05;49,32
6191;30,30;9,20;44,63
6199;19,82;8,73;50,53
6211;31,04;6,91;31,69
6212;42,44;11,42;47,25
6213;31,47;11,76;46,75
6214;27,83;6,93;31,26
6215;29,21;7,59;36,56
6216;33,39;8,32;54,43
6217;29,76;7,95;43,89
6218;26,86;7,79;49,53
6219;33,96;11,36;51,74
6221;21,03;7,71;30,29
6222;35,74;9,24;45,82
6223;26,77;9,68;74,60
6224;19,34;7,63;36,01
6225;32,70;9,13;49,47
6226;27,51;9,25;44,75
6227;26,79;9,30;39,97
6228;28,68;9,07;43,51
6229;27,89;10,30;47,27
6231;43,41;9,30;41,36
6235;38,82;9,32;47,47
6237;23,59;8,54;54,93
6241;39,57;9,32;47,51
6243;45,83;8,83;50,55
6245;25,77;9,32;55,66
6247;32,02;8,78;53,61
6251;51,37;8,60;42,69
6252;16,71;8,83;70,29
6255;32,42;9,93;56,97
6261;35,86;8,08;51,96
6262;28,37;7,96;60,42
6265;44,81;7,87;50,67
6267;39,72;10,01;53,81
6268;43,59;9,57;46,79
6269;27,87;8,11;53,62
6271;47,85;8,35;42,67
6273;40,34;8,49;46,04
6274;43,86;8,99;41,85
6276;50,19;7,39;48,39
6277;52,55;7,73;42,47
6278;59,52;8,46;31,32
6281;52,26;7,64;43,57
6285;49,05;7,58;46,74
6286;37,00;9,42;52,57
6287;35,85;9,30;57,78
6289;27,68;8,33;55,37
6291;51,12;8,40;38,84
6294;57,24;7,44;38,22
6295;47,86;8,94;48,09
6301;44,44;9,28;43,33
6305;45,74;9,40;48,65
6307;27,32;8,67;65,15
6311;24,52;7,96;59,61
6312;18,98;6,82;72,49
6321;43,09;8,40;48,08
6325;46,42;9,06;42,65
6333;28,13;8,40;54,16
6336;30,75;9,11;49,64
6341;45,01;8,36;61,66
6342;25,10;8,00;60,23
6343;31,55;8,78;52,52
6351;34,58;7,96;48,75
6353;21,61;7,57;59,77
6361;38,58;9,90;49,15
6363;40,48;8,54;47,57
6365;41,11;10,60;47,91
6367;33,69;9,03;51,14
6369;33,18;8,59;49,30
6371;40,40;9,66;37,45
6372;41,58;10,18;38,16
6373;49,00;9,03;41,51
6374;36,43;9,35;44,39
6411;39,57;9,25;36,36
6412;30,85;9,30;42,85
6413;31,50;9,88;44,01
6414;44,10;9,50;47,59
6415;26,97;8,56;43,28
6416;35,04;9,05;40,87
6417;26,54;9,37;37,97
6418;31,61;9,16;43,92
6419;39,62;10,63;44,11
6421;32,25;14,19;44,79
6422;36,03;10,04;48,48
6431;23,98;8,90;38,70
6432;39,84;8,56;39,87
6433;31,18;9,78;42,67
6436;34,14;9,04;38,29
6438;31,69;10,28;42,90
6439;31,89;8,43;48,33
6441;32,19;9,24;40,47
6442;45,19;8,92;46,02
6443;40,51;9,29;50,20
6444;23,14;10,28;38,58
6445;48,13;8,41;48,59
6446;26,61;9,18;44,58
6447;26,45;11,18;49,44
6451;59,97;8,49;41,26
6454;49,42;8,93;46,68
6456;32,57;8,68;54,54
6461;23,39;8,23;36,71
6462;31,94;8,88;36,79
6463;32,01;8,27;38,56
6464;40,26;10,24;41,78
6465;35,11;10,57;48,82
6466;32,60;8,27;40,99
6467;24,88;9,04;37,08
6468;49,12;9,87;43,40
6469;43,39;9,59;38,34
6471;36,93;9,98;40,86
6511;24,67;7,56;36,01
6512;15,48;8,97;32,56
6515;24,99;7,49;54,47
6521;25,87;10,41;35,56
6522;29,92;10,45;57,90
6523;48,65;8,94;34,76
6524;23,29;10,30;36,91
6525;41,55;8,47;39,90
6531;19,27;10,21;38,47
6532;41,28;8,86;40,94
6533;21,64;9,00;40,48
6534;32,65;8,14;43,46
6535;21,67;7,09;42,77
6536;33,68;8,92;44,90
6537;37,10;8,41;45,77
6538;28,53;7,77;41,24
6541;20,91;8,05;43,87
6542;19,62;9,93;44,84
6543;23,80;9,66;44,18
6544;26,43;7,85;40,82
6545;26,99;8,78;41,39
6546;26,25;8,26;46,41
6551;26,30;8,03;60,27
6561;52,99;8,03;42,59
6562;43,49;8,95;49,79
6564;57,59;8,31;31,72
6566;25,95;9,71;60,12
6571;60,75;7,31;33,23
6572;70,45;6,64;22,38
6573;43,82;9,10;44,01
6574;56,08;9,12;32,64
6575;24,26;9,75;65,44
6576;29,25;14,09;64,83
6577;30,13;10,75;59,03
6578;26,95;8,49;64,83
6579;31,11;10,95;61,11
6581;52,21;8,78;38,06
6582;42,22;8,45;45,85
6584;44,81;9,09;44,78
6585;53,78;8,67;41,94
6586;62,74;7,98;29,78
6587;31,29;9,04;53,83
6591;37,03;9,81;41,27
6595;40,00;9,62;49,84
6596;39,35;9,33;56,07
6598;48,94;9,21;38,53
6599;36,95;10,09;55,36
6601;22,12;8,52;49,57
6602;28,66;9,12;42,78
6603;43,84;8,65;46,47
6604;27,22;9,24;49,59
6605;18,16;9,58;44,56
6606;26,33;8,79;55,63
6611;41,75;8,52;56,27
6612;29,02;9,22;57,50
6613;29,79;9,15;57,75
6615;47,77;7,99;45,35
6616;41,10;9,49;49,17
6617;37,07;9,72;51,99
6621;28,09;9,45;59,01
6624;28,57;11,32;55,58
6626;24,12;7,86;63,48
6627;26,10;9,24;60,90
6628;30,40;7,11;60,55
6629;29,46;9,78;56,76
6631;33,88;8,18;53,81
6634;24,45;8,78;58,89
6641;26,71;8,86;55,72
6642;16,18;8,88;48,07
6644;27,72;8,75;59,81
6645;27,83;8,35;60,20
6651;27,79;9,21;50,75
6652;14,50;8,92;46,71
6653;29,64;9,34;56,42
6654;27,89;9,15;64,22
6655;22,68;8,54;59,02
6657;24,23;9,11;60,01
6658;23,46;8,81;56,37
6659;29,83;8,42;60,64
6661;25,09;8,47;58,74
6662;19,90;8,95;54,54
6663;14,92;8,40;57,19
6665;19,25;8,68;59,46
6666;27,13;9,22;53,39
6668;23,68;7,77;57,39
6669;24,44;7,41;53,50
6671;25,05;8,53;50,38
6672;46,60;7,73;43,83
6673;18,80;7,65;55,49
6674;20,35;8,64;57,95
6675;18,30;8,64;64,13
6676;20,66;6,51;60,46
6677;33,67;8,95;58,01
6678;21,29;8,47;65,87
6681;21,67;9,18;57,54
6684;35,89;9,84;57,66
6685;25,69;9,78;62,48
6686;22,88;9,54;66,17
6687;21,55;7,76;60,52
6691;24,46;8,42;60,74
6701;29,86;12,07;54,40
6702;28,61;9,48;57,62
6703;45,33;9,83;36,98
6704;62,68;8,24;36,06
6705;62,45;8,19;29,80
6706;28,05;9,14;33,17
6707;21,81;8,80;28,94
6708;30,03;9,08;43,99
6709;24,81;7,02;66,25
6711;55,35;7,52;27,37
6712;25,27;8,51;30,20
6713;25,08;8,09;25,57
6714;29,05;7,55;31,55
6715;32,43;8,97;36,70
6716;26,88;8,16;33,65
6717;35,47;7,23;29,93
6718;59,79;7,09;36,02
6721;53,49;8,16;37,59
6731;59,80;7,09;31,18
6732;61,42;6,95;31,74
6733;58,30;6,72;31,42
6741;45,63;7,55;42,27
6744;25,67;7,84;58,67
6745;28,65;7,83;59,87
6811;25,97;6,16;24,04
6812;39,47;8,37;38,10
6813;47,95;7,99;32,76
6814;53,82;7,30;30,26
6815;52,52;7,31;35,26
6816;58,45;8,44;35,32
6821;40,61;8,88;32,99
6822;39,87;7,32;38,92
6823;38,62;8,91;35,72
6824;36,00;8,91;33,64
6825;27,62;8,17;43,92
6826;30,52;6,94;35,59
6827;25,01;7,94;39,58
6828;24,36;8,68;28,86
6831;21,34;7,93;37,59
6832;26,68;7,23;36,70
6833;23,30;6,66;55,60
6834;28,94;8,47;45,01
6835;31,26;9,82;40,49
6836;27,76;9,78;42,85
6841;30,95;9,24;64,04
6842;26,81;8,74;48,99
6843;27,99;9,03;36,65
6844;23,86;9,19;37,90
6845;27,04;9,01;36,28
6846;13,88;7,90;49,96
6851;22,76;9,71;52,54
6852;20,81;9,00;44,11
6861;53,87;7,85;33,61
6862;50,66;8,29;40,03
6865;61,46;8,23;31,36
6866;49,56;8,83;40,42
6869;55,34;9,68;30,06
6871;53,06;8,64;46,07
6874;57,52;8,50;36,64
6877;59,72;6,83;38,38
6881;56,51;7,64;30,67
6882;26,00;8,19;31,30
6883;29,91;8,32;50,92
6891;65,77;6,52;27,22
6901;28,00;8,19;35,55
6902;33,24;7,78;49,62
6903;24,32;8,74;45,49
6904;24,12;8,56;38,70
6905;22,44;8,90;56,46
6909;36,15;8,31;49,40
6911;30,19;10,00;63,87
6913;22,73;10,37;68,20
6914;26,84;8,92;56,07
6915;23,15;7,97;45,54
6916;29,39;9,13;52,75
6917;28,29;11,66;49,70
6921;24,06;8,78;48,88
6922;23,53;10,50;43,43
6923;21,57;9,02;63,07
6924;25,94;8,83;72,02
6931;23,75;9,85;49,61
6932;19,58;8,17;41,97
6941;31,15;8,52;55,26
6942;28,13;8,40;51,74
6951;27,97;8,18;31,96
6952;64,53;7,32;24,69
6953;31,12;9,11;48,87
6955;61,04;7,64;31,36
6956;42,21;7,59;58,56
6957;68,36;5,91;24,80
6961;63,16;6,61;26,07
6964;47,32;8,41;46,18
6971;41,03;9,23;52,89
6974;52,34;8,68;39,64
6975;41,03;9,16;53,50
6981;30,48;8,43;36,14
6982;29,34;9,59;44,06
6983;25,91;9,04;39,77
6984;30,91;9,45;58,24
6986;38,72;8,21;48,72
6987;28,42;9,06;48,80
6988;26,87;9,04;53,31
6991;50,62;7,73;46,87
6994;67,91;6,61;26,87
6996;40,35;8,55;49,87
6997;49,50;8,17;48,98
6998;42,41;9,39;47,59
6999;50,60;8,25;41,89
7001;25,39;8,04;30,08
7002;40,27;8,26;40,16
7003;23,96;8,70;34,68
7004;52,87;7,89;42,20
7005;30,39;7,30;40,01
7006;29,32;9,59;43,15
7007;21,79;8,72;48,86
7008;30,33;8,53;44,70
7009;43,47;8,64;41,78
7011;35,32;9,58;50,40
7021;44,85;8,05;46,12
7025;36,90;7,95;53,19
7031;38,65;8,37;49,09
7035;55,69;7,67;38,21
7036;62,84;6,75;34,02
7037;60,95;7,30;35,19
7038;59,75;7,83;34,00
7039;50,04;8,56;44,99
7041;40,61;8,55;37,58
7044;41,80;8,81;53,23
7045;31,24;8,54;53,49
7046;21,66;6,98;61,22
7047;38,29;8,56;51,53
7048;36,98;7,72;57,69
7051;36,03;8,72;46,88
7054;45,07;7,88;49,32
7055;39,74;7,80;52,64
7061;40,64;8,85;43,07
7064;29,50;8,54;53,63
7065;44,60;7,45;48,40
7071;23,26;9,80;46,48
7075;28,89;8,71;58,39
7076;22,80;8,63;61,06
7077;23,01;9,24;57,17
7078;33,76;9,15;53,00
7081;27,76;9,21;50,87
7083;41,31;8,47;54,67
7084;41,91;8,41;52,01
7091;25,48;8,76;47,64
7095;38,25;8,67;56,83
7101;36,16;8,28;40,31
7102;47,65;8,67;40,94
7103;37,41;8,03;38,27
7104;48,37;8,37;42,33
7105;52,17;7,31;39,26
7106;61,57;6,56;30,46
7107;49,39;7,81;48,64
7108;57,63;7,51;35,86
7109;49,36;7,60;42,68
7113;52,00;8,10;44,84
7115;53,11;8,02;38,21
7119;41,86;12,99;54,37
7121;44,09;7,83;45,92
7122;41,60;7,73;47,91
7123;31,90;8,55;42,94
7126;29,32;8,25;53,10
7131;31,64;7,82;44,15
7132;17,50;8,60;43,61
7134;43,52;9,35;51,02
7135;36,91;7,30;50,46
7136;34,47;7,85;54,82
7137;43,85;8,19;49,99
7141;32,50;8,39;46,58
7142;47,56;7,58;38,75
7151;41,57;8,08;45,19
7152;48,08;8,05;42,38
7156;39,35;7,65;48,72
7157;48,46;7,81;40,38
7161;45,89;8,10;43,07
7165;52,83;7,38;45,13
7201;26,47;8,47;31,86
7202;21,91;7,97;50,46
7203;31,58;8,67;43,19
7204;27,60;8,21;40,13
7205;26,36;11,48;58,27
7206;26,71;9,97;41,26
7207;33,34;9,33;47,61
7211;49,70;8,06;43,34
7213;53,08;7,66;39,89
7214;57,11;7,30;35,01
7215;61,08;7,15;31,57
7216;53,62;7,34;34,53
7217;52,21;7,47;41,94
7218;53,75;7,30;39,36
7221;28,23;9,01;57,15
7223;41,44;8,14;44,76
7224;20,57;7,38;63,98
7225;28,79;10,19;54,16
7226;33,38;8,76;55,27
7227;31,82;8,08;57,57
7231;55,76;7,95;35,54
7232;17,61;9,63;34,65
7233;52,00;7,62;42,74
7234;39,33;8,21;51,30
7241;54,85;7,42;37,14
7242;28,98;8,50;29,70
7244;51,47;7,84;44,05
7245;50,84;7,14;39,26
7251;57,12;7,57;36,07
7255;49,30;7,87;42,84
7256;29,75;8,15;54,85
7261;48,60;8,22;39,59
7263;36,61;7,84;52,80
7271;46,49;8,19;37,71
7273;49,31;7,89;40,10
7274;43,12;7,78;46,11
7275;39,99;8,25;48,38
7311;22,10;7,53;28,67
7312;47,66;8,73;36,11
7313;64,01;7,75;28,39
7314;33,34;8,90;33,82
7315;57,91;7,36;34,16
7316;32,07;8,30;41,07
7317;33,27;7,01;33,83
7321;17,66;8,05;33,75
7322;29,27;7,93;30,71
7323;26,72;7,64;45,31
7324;13,10;5,33;47,40
7325;40,77;7,81;40,51
7326;31,38;8,72;35,72
7327;32,88;8,30;32,40
7328;31,59;7,86;27,78
7329;34,46;8,30;37,25
7331;22,34;7,60;29,71
7332;34,81;6,13;27,23
7333;35,10;7,00;37,54
7334;52,73;8,25;34,32
7335;24,98;8,72;38,47
7336;40,68;7,85;42,93
7339;64,33;7,61;29,38
7341;30,28;8,08;59,02
7345;58,01;7,19;39,03
7346;63,46;7,20;39,81
7348;59,34;8,56;48,28
7351;63,51;7,49;28,07
7352;57,52;8,30;34,40
7361;61,68;7,71;29,94
7364;48,50;8,31;45,09
7371;58,93;7,18;36,29
7381;33,47;8,68;55,11
7382;48,56;8,25;42,79
7383;48,70;8,37;44,07
7384;38,30;8,06;51,21
7391;38,90;8,85;42,73
7392;26,31;9,36;57,30
7395;32,63;8,55;52,02
7396;29,20;8,73;56,63
7397;30,37;9,06;58,16
7399;38,50;8,23;54,64
7411;27,66;7,34;26,14
7412;25,37;8,06;37,49
7413;31,10;8,11;26,98
7414;37,46;8,36;40,54
7415;32,76;7,01;42,34
7416;37,20;8,27;44,53
7417;24,41;6,13;36,42
7418;29,85;8,07;42,05
7419;28,69;8,16;51,97
7421;25,05;9,42;36,25
7422;26,13;9,32;35,17
7423;26,42;8,99;36,72
7424;20,46;6,82;43,44
7425;21,29;9,09;46,42
7426;47,67;8,98;54,28
7427;55,32;6,64;31,60
7428;50,76;6,98;48,71
7429;43,96;7,56;41,41
7431;49,83;8,02;43,22
7433;50,17;7,45;39,69
7434;56,62;7,66;34,36
7435;53,55;6,37;35,32
7437;46,47;7,49;40,95
7439;30,67;10,28;53,53
7441;51,94;7,80;50,71
7442;31,71;7,62;35,25
7443;41,90;8,51;42,00
7447;52,58;7,86;33,93
7448;55,01;7,40;50,15
7451;54,92;7,38;36,74
7461;50,95;7,70;34,93
7462;44,06;7,79;45,61
7463;16,04;7,02;37,63
7466;36,42;7,78;52,23
7467;52,84;7,00;38,60
7468;36,32;7,91;51,92
7471;33,80;7,83;40,55
7472;38,50;9,33;50,74
7475;50,43;7,97;40,82
7478;49,30;7,74;40,22
7481;51,04;8,57;45,80
7482;42,50;7,45;42,18
7483;21,11;7,98;36,43
7491;42,13;8,02;38,35
7495;55,85;7,94;35,54
7496;43,81;6,94;41,32
7497;51,16;6,70;39,49
7511;23,31;6,59;26,33
7512;15,87;6,87;20,14
7513;26,42;7,79;29,02
7514;24,72;7,49;24,27
7521;36,96;7,88;33,98
7522;59,72;7,21;31,34
7523;30,67;7,68;30,71
7524;52,90;8,14;49,41
7525;58,05;7,23;37,67
7531;43,03;8,62;32,52
7532;50,52;8,33;34,62
7533;33,13;7,73;31,44
7534;38,25;8,95;42,27
7535;42,02;8,20;39,73
7536;49,60;9,15;53,42
7541;27,91;8,55;45,04
7542;51,95;7,40;30,05
7543;30,78;7,90;35,97
7544;46,08;7,63;36,31
7545;27,61;7,31;32,99
7546;48,29;8,51;37,34
